width,height,sharpness,brightness,contrast,saturation,noise_level,label
640,427,2615.4175,152.2484,44.8012,78.1761,4.9915,ACCEPTABLE
640,427,3.7791,152.2489,40.3046,76.4982,0.1929,BLUR
640,427,387.6286,52.8033,15.7555,79.1427,1.9204,UNDEREXPOSED
640,427,4410.4249,226.0116,43.0686,48.5969,5.6391,OVEREXPOSED
640,427,7970.0496,151.5836,47.3873,82.0245,12.8165,NOISY
640,427,3217.04,116.0964,59.4991,178.3263,6.2974,ACCEPTABLE
640,427,8.6163,116.0344,49.7331,173.6251,0.4214,BLUR
640,427,453.4364,40.1818,20.8774,179.5837,2.3815,UNDEREXPOSED
640,427,4807.9455,176.857,70.6154,158.905,7.0639,OVEREXPOSED
640,427,8129.5002,115.8877,60.1146,170.2037,13.1586,NOISY
640,427,364.3014,136.884,66.7943,96.78,1.7229,ACCEPTABLE
640,427,3.6428,136.8791,65.1752,95.3883,0.1847,BLUR
640,427,44.5325,47.3945,23.3554,99.0428,0.5795,UNDEREXPOSED
640,427,801.2756,196.526,75.8015,64.3466,2.2533,OVEREXPOSED
640,427,5636.0415,136.3346,67.7808,97.2222,10.7701,NOISY
640,426,3861.8292,135.8333,58.329,57.8485,6.9961,ACCEPTABLE
640,426,6.4049,135.8289,51.2763,53.1114,0.3141,BLUR
640,426,588.8984,47.0452,20.5166,59.764,2.72,UNDEREXPOSED
640,426,7292.8739,203.6026,66.3885,35.3191,9.0576,OVEREXPOSED
640,426,8993.4118,135.2431,59.845,65.0543,13.5786,NOISY
640,427,496.6337,148.1889,66.5493,80.9355,1.7354,ACCEPTABLE
640,427,3.301,148.1832,64.9207,79.833,0.1398,BLUR
640,427,86.6174,51.3855,23.3358,83.6865,0.6982,UNDEREXPOSED
640,427,757.8688,206.8132,69.7682,51.171,2.0522,OVEREXPOSED
640,427,5576.2645,147.0923,67.021,83.6108,10.7071,NOISY
640,462,496.4842,148.6169,44.2973,114.4247,2.6767,ACCEPTABLE
640,462,5.5737,148.5989,39.726,111.5893,0.2971,BLUR
640,462,83.2496,51.5348,15.5476,115.7831,1.0586,UNDEREXPOSED
640,462,809.2279,226.0166,41.3267,93.9104,2.6413,OVEREXPOSED
640,462,5955.6908,147.7792,46.2874,115.7572,11.1387,NOISY
640,427,1198.8088,185.2526,65.2065,78.5644,3.4216,ACCEPTABLE
640,427,6.3453,185.246,60.6237,76.3109,0.293,BLUR
640,427,203.4618,64.4081,22.9157,79.731,1.3942,UNDEREXPOSED
640,427,1343.5174,225.0854,52.8158,58.6274,2.8652,OVEREXPOSED
640,427,5562.3142,182.7714,65.0357,81.6984,10.7224,NOISY
640,426,161.7321,133.2932,41.798,100.6667,0.9691,ACCEPTABLE
640,426,2.3695,133.285,40.624,100.1573,0.0957,BLUR
640,426,30.2914,46.1607,14.6563,101.5975,0.3998,UNDEREXPOSED
640,426,157.8592,207.1072,37.9521,67.9197,0.9745,OVEREXPOSED
640,426,5700.5953,132.4293,44.2708,104.3218,10.8096,NOISY
640,427,1285.9887,131.0094,73.5191,50.7228,3.2359,ACCEPTABLE
640,427,6.0769,131.0293,69.5698,48.593,0.2803,BLUR
640,427,202.6094,45.3987,25.8184,52.5096,1.2802,UNDEREXPOSED
640,427,2127.5531,185.7621,71.3275,45.5472,3.7727,OVEREXPOSED
640,427,6179.0052,129.2108,72.5501,62.7172,11.167,NOISY
640,480,761.7249,118.5597,76.2561,91.7086,2.5449,ACCEPTABLE
640,480,4.9597,118.5831,73.2621,88.261,0.2229,BLUR
640,480,126.9085,41.0399,26.7246,93.5589,1.0459,UNDEREXPOSED
640,480,1075.4555,170.9928,94.8213,80.955,2.5533,OVEREXPOSED
640,480,5345.0123,119.114,74.8231,89.1136,10.3764,NOISY
640,480,761.7249,118.5597,76.2561,91.7086,2.5449,ACCEPTABLE
640,480,4.9597,118.5831,73.2621,88.261,0.2229,BLUR
640,480,126.9085,41.0399,26.7246,93.5589,1.0459,UNDEREXPOSED
640,480,1075.4555,170.9928,94.8213,80.955,2.5533,OVEREXPOSED
640,480,5379.776,119.091,74.8117,88.8986,10.4165,NOISY
640,427,1709.3022,105.2499,56.9642,83.0867,4.7766,ACCEPTABLE
640,427,5.3616,105.2515,52.3626,78.1858,0.2862,BLUR
640,427,273.2223,36.3515,20.0166,86.5976,1.8937,UNDEREXPOSED
640,427,3234.8024,171.82,83.3744,74.421,5.8611,OVEREXPOSED
640,427,6856.7248,105.5238,58.0073,88.7173,12.0297,NOISY
640,427,536.2877,144.2825,50.7812,62.9783,2.213,ACCEPTABLE
640,427,3.5799,144.2828,48.571,60.4861,0.1718,BLUR
640,427,100.1454,50.0169,17.8024,63.8608,0.9247,UNDEREXPOSED
640,427,754.579,218.3166,55.9776,40.245,2.0335,OVEREXPOSED
640,427,5874.5895,143.5827,52.2254,68.0381,10.9855,NOISY
640,427,3031.4931,121.6916,80.2988,89.0243,4.4672,ACCEPTABLE
640,427,5.4977,121.6803,76.2305,83.589,0.2402,BLUR
640,427,420.3442,42.1167,28.1473,93.1277,1.7209,UNDEREXPOSED
640,427,3503.8874,172.4171,91.9245,79.3512,4.5303,OVEREXPOSED
640,427,7252.5137,121.4279,78.3179,94.0234,11.5331,NOISY
640,427,970.1141,63.2973,51.2904,53.8547,2.4494,ACCEPTABLE
640,427,2.2866,63.2674,49.1623,52.589,0.099,BLUR
640,427,160.9523,21.6712,17.9954,61.1847,0.9878,UNDEREXPOSED
640,427,1735.8155,102.414,62.6562,51.7434,3.068,OVEREXPOSED
640,427,6068.3731,63.1826,53.1045,80.7788,11.178,NOISY
640,427,1552.0417,182.5625,57.2883,32.227,3.7342,ACCEPTABLE
640,427,4.3839,182.5678,53.442,31.0687,0.2277,BLUR
640,427,244.4759,63.4666,20.1711,33.5024,1.4581,UNDEREXPOSED
640,427,1292.3802,238.2498,32.2891,17.4683,2.508,OVEREXPOSED
640,427,6023.141,179.4482,56.4423,37.9143,10.9721,NOISY
640,417,2262.2221,130.7542,71.0736,71.1026,5.6885,ACCEPTABLE
640,417,5.8991,130.7687,66.7276,65.2186,0.295,BLUR
640,417,390.0475,45.282,24.9633,69.1816,2.3398,UNDEREXPOSED
640,417,3317.147,187.8243,85.7161,38.6653,5.6132,OVEREXPOSED
640,417,6974.4772,130.4464,70.99,85.0024,12.0708,NOISY
640,427,720.1034,66.4156,61.5872,49.6932,2.6614,ACCEPTABLE
640,427,3.9564,66.4116,58.8853,46.4225,0.1979,BLUR
640,427,124.8932,22.8173,21.5101,46.0176,1.0849,UNDEREXPOSED
640,427,1402.0457,109.023,93.1033,43.0891,3.4919,OVEREXPOSED
640,427,5096.8927,68.7093,60.6445,100.3423,10.0718,NOISY
640,425,529.9244,140.2611,61.0364,103.1432,2.0466,ACCEPTABLE
640,425,3.0952,140.2564,59.279,99.8735,0.1251,BLUR
640,425,89.2378,48.5982,21.3622,105.8269,0.8413,UNDEREXPOSED
640,425,1196.9896,206.4633,78.2472,79.6126,2.1296,OVEREXPOSED
640,425,5703.7688,140.2776,61.7133,106.0552,10.8197,NOISY
640,427,271.5505,161.5324,67.0266,79.3263,1.5294,ACCEPTABLE
640,427,3.1991,161.5332,65.6333,78.2629,0.1451,BLUR
640,427,50.138,56.0693,23.5214,81.1569,0.6341,UNDEREXPOSED
640,427,386.8642,213.7373,63.9471,62.7472,1.3328,OVEREXPOSED
640,427,5287.6998,160.3899,67.597,82.6422,10.4442,NOISY
640,427,1207.3709,163.1595,62.117,0.0,3.309,ACCEPTABLE
640,427,5.4123,163.1623,57.4727,0.0,0.2577,BLUR
640,427,188.7168,56.6479,21.8084,0.0,1.3304,UNDEREXPOSED
640,427,1933.3566,225.8929,57.9658,0.0,3.2703,OVEREXPOSED
640,427,6138.7855,161.668,62.452,26.6834,11.2434,NOISY
640,427,1428.2033,172.6026,90.1797,51.9734,3.8476,ACCEPTABLE
640,427,5.4351,172.6092,86.7141,47.4295,0.2372,BLUR
640,427,216.9816,59.9194,31.556,53.2308,1.4989,UNDEREXPOSED
640,427,3022.608,199.4663,79.6362,40.6829,5.1887,OVEREXPOSED
640,427,4986.765,168.5516,87.1452,58.3281,10.0251,NOISY
640,427,1999.497,115.0512,69.3063,100.9403,5.4465,ACCEPTABLE
640,427,9.1062,115.0482,62.6671,94.355,0.4267,BLUR
640,427,319.5357,39.7836,24.3353,106.122,2.1833,UNDEREXPOSED
640,427,2804.7095,171.6129,88.498,84.1974,5.4603,OVEREXPOSED
640,427,6742.7961,115.3147,69.1803,106.7337,11.8867,NOISY
640,427,1546.9696,81.66,59.1136,0.0,2.6899,ACCEPTABLE
640,427,3.9181,81.6607,56.4495,0.0,0.1765,BLUR
640,427,224.3514,28.123,20.6952,0.0,1.0603,UNDEREXPOSED
640,427,2756.2757,134.9207,86.1906,0.0,3.5606,OVEREXPOSED
640,427,6382.8103,82.6231,59.282,64.9991,10.9726,NOISY
640,427,2547.1509,130.4432,66.5662,97.1358,6.118,ACCEPTABLE
640,427,11.4622,130.4237,56.4375,87.2116,0.5289,BLUR
640,427,376.9068,45.193,23.3236,97.6206,2.36,UNDEREXPOSED
640,427,4352.4402,192.2921,80.1974,73.77,6.8679,OVEREXPOSED
640,427,7424.0801,130.2741,66.2821,99.0545,12.601,NOISY
640,427,1187.7485,125.0083,65.6902,98.7909,4.1012,ACCEPTABLE
640,427,5.8712,125.0034,61.7165,95.8581,0.2957,BLUR
640,427,202.8609,43.3064,23.0675,100.2811,1.6778,UNDEREXPOSED
640,427,2047.9584,181.7532,73.3758,88.0903,4.774,OVEREXPOSED
640,427,6332.7691,124.7828,66.5147,110.5544,11.5319,NOISY
640,427,1202.0195,127.9873,74.5789,62.1381,3.7347,ACCEPTABLE
640,427,4.2018,127.9803,72.0641,54.7052,0.2207,BLUR
640,427,190.8011,44.3495,26.1308,63.6442,1.4923,UNDEREXPOSED
640,427,2886.2654,180.232,79.9582,56.844,5.1241,OVEREXPOSED
640,427,6165.1396,127.4752,74.5859,69.9233,11.3559,NOISY
640,489,463.9251,159.3055,76.7767,90.2384,1.9387,ACCEPTABLE
640,489,4.0537,159.2704,75.1421,87.2191,0.2065,BLUR
640,489,75.6823,55.3197,26.8263,89.7424,0.7539,UNDEREXPOSED
640,489,968.7127,202.5801,82.6888,58.0607,2.246,OVEREXPOSED
640,489,4783.4037,158.6744,74.931,88.9745,9.8372,NOISY
640,427,1552.0417,182.5625,57.2883,32.227,3.7342,ACCEPTABLE
640,427,4.3839,182.5678,53.442,31.0687,0.2277,BLUR
640,427,244.4759,63.4666,20.1711,33.5024,1.4581,UNDEREXPOSED
640,427,1292.3802,238.2498,32.2891,17.4683,2.508,OVEREXPOSED
640,427,5996.314,179.4999,56.4193,37.8707,10.925,NOISY
640,324,5917.178,115.4884,76.5002,112.3837,10.6681,ACCEPTABLE
640,324,14.5871,115.4511,63.0791,95.4047,0.6272,BLUR
640,324,885.105,40.0324,26.8375,110.4387,4.0876,UNDEREXPOSED
640,324,8914.7051,164.3259,91.2614,96.8384,11.5972,OVEREXPOSED
640,324,9998.768,115.8174,74.8752,113.1135,14.7612,NOISY
640,427,1709.3022,105.2499,56.9642,83.0867,4.7766,ACCEPTABLE
640,427,5.3616,105.2515,52.3626,78.1858,0.2862,BLUR
640,427,273.2223,36.3515,20.0166,86.5976,1.8937,UNDEREXPOSED
640,427,3234.8024,171.82,83.3744,74.421,5.8611,OVEREXPOSED
640,427,6854.1184,105.4756,58.02,88.3729,12.0115,NOISY
640,426,1170.6505,126.6532,63.0432,94.136,3.7579,ACCEPTABLE
640,426,4.1557,126.6415,60.3641,90.1739,0.2206,BLUR
640,426,206.3138,43.842,22.1075,95.8964,1.5289,UNDEREXPOSED
640,426,2661.2508,190.657,75.1145,70.9214,5.5357,OVEREXPOSED
640,426,6330.1448,126.5961,63.9549,90.8657,11.4908,NOISY
640,427,1025.7251,111.5402,54.2909,104.2257,3.0918,ACCEPTABLE
640,427,5.4662,111.5358,50.0946,99.8101,0.2902,BLUR
640,427,167.8776,38.5696,19.0331,105.8981,1.2383,UNDEREXPOSED
640,427,1740.7407,177.2083,66.8008,89.6837,3.7408,OVEREXPOSED
640,427,6271.2065,111.3314,55.6988,106.9888,11.4119,NOISY
640,427,1961.1242,156.1763,67.5815,26.1288,3.6287,ACCEPTABLE
640,427,4.0437,156.1564,64.4434,20.4589,0.1981,BLUR
640,427,286.1315,54.2208,23.6594,23.0828,1.4132,UNDEREXPOSED
640,427,3964.9767,213.9546,79.2799,19.7897,3.4991,OVEREXPOSED
640,427,6932.6972,156.1647,67.5442,43.2461,11.6842,NOISY
640,427,2304.4739,86.7346,56.7732,69.4292,5.9832,ACCEPTABLE
640,427,9.9113,86.735,46.9725,63.7799,0.4666,BLUR
640,427,366.493,29.8743,19.9704,74.2345,2.3369,UNDEREXPOSED
640,427,4245.4443,139.8537,73.8976,58.4241,7.8837,OVEREXPOSED
640,427,7372.9103,86.6195,58.2313,87.1843,12.6326,NOISY
640,427,726.084,139.4012,56.6741,80.2638,3.033,ACCEPTABLE
640,427,4.8594,139.3967,53.344,77.6417,0.266,BLUR
640,427,121.0796,48.3013,19.8754,82.4553,1.1996,UNDEREXPOSED
640,427,1739.9422,206.9876,60.4164,58.6153,4.0665,OVEREXPOSED
640,427,6054.7433,138.7154,58.0093,82.8589,11.2695,NOISY
640,427,226.6145,95.5636,52.1806,158.7667,1.7481,ACCEPTABLE
640,427,4.1678,95.5692,49.6316,157.1798,0.2251,BLUR
640,427,42.2127,32.9722,18.2879,161.2353,0.7066,UNDEREXPOSED
640,427,385.5935,149.1991,62.4462,150.9807,2.2918,OVEREXPOSED
640,427,5406.454,95.7604,53.8047,157.1173,10.6046,NOISY
640,427,1023.8976,136.9444,57.9169,105.8538,2.8478,ACCEPTABLE
640,427,5.1028,136.9221,54.2936,102.8113,0.2604,BLUR
640,427,166.0951,47.4634,20.307,106.8953,1.1363,UNDEREXPOSED
640,427,1506.3515,201.9419,69.5924,90.6356,3.1294,OVEREXPOSED
640,427,6302.3409,136.9251,59.2087,105.4025,11.3539,NOISY
640,442,545.4855,86.7662,65.0093,75.957,2.6136,ACCEPTABLE
640,442,2.9945,86.7699,63.4205,74.422,0.1468,BLUR
640,442,101.8555,29.8537,22.8117,77.6353,1.1018,UNDEREXPOSED
640,442,1014.7102,139.0361,97.1477,53.9732,3.2002,OVEREXPOSED
640,442,5287.6049,87.8594,65.0443,115.7195,10.419,NOISY
640,427,96.9075,218.5268,38.5653,28.704,0.5761,ACCEPTABLE
640,427,1.5787,218.5268,37.9524,28.4413,0.0524,BLUR
640,427,18.9253,76.0032,13.5195,29.3519,0.2426,UNDEREXPOSED
640,427,22.151,252.3712,9.0752,11.7269,0.1764,OVEREXPOSED
640,427,3998.1847,214.1658,38.4855,31.9176,8.8746,NOISY
640,427,1081.4432,165.89,35.7645,103.848,3.1899,ACCEPTABLE
640,427,3.0828,165.8692,32.3006,102.1547,0.1324,BLUR
640,427,187.477,57.5713,12.6003,105.2126,1.2903,UNDEREXPOSED
640,427,990.404,238.0866,37.7228,54.233,1.8859,OVEREXPOSED
640,427,6470.2144,165.2568,38.8514,104.5272,11.6088,NOISY
640,640,2443.1932,146.0619,77.0954,74.1532,4.7743,ACCEPTABLE
640,640,4.0261,146.0726,73.8758,69.9352,0.183,BLUR
640,640,352.5013,50.6491,27.0329,77.9388,1.8258,UNDEREXPOSED
640,640,5449.8636,196.1976,77.2782,50.5802,6.2049,OVEREXPOSED
640,640,7010.7353,144.3983,76.0927,76.8448,11.9191,NOISY
640,494,3914.8554,181.4019,63.7298,36.5868,7.0123,ACCEPTABLE
640,494,6.1511,181.4082,57.0908,32.9866,0.3106,BLUR
640,494,596.9976,62.9978,22.4041,37.635,2.7093,UNDEREXPOSED
640,494,4625.3185,228.3701,51.3239,23.218,6.1512,OVEREXPOSED
640,494,8279.175,179.3113,63.8983,44.2445,13.062,NOISY
640,424,295.6564,134.2854,61.7638,81.1581,1.3323,ACCEPTABLE
640,424,2.6547,134.2758,60.6455,80.6628,0.1181,BLUR
640,424,52.2451,46.5391,21.642,82.9915,0.5341,UNDEREXPOSED
640,424,335.6905,199.8871,72.3277,69.4871,0.9674,OVEREXPOSED
640,424,5683.1773,133.8865,63.0569,85.9691,10.8207,NOISY
640,427,1622.2794,59.8773,77.0193,34.5465,3.3689,ACCEPTABLE
640,427,4.3888,59.8932,74.0387,31.1113,0.2004,BLUR
640,427,257.0707,20.5071,26.9861,41.758,1.3466,UNDEREXPOSED
640,427,3335.5224,87.1969,101.0699,29.621,4.4707,OVEREXPOSED
640,427,5058.9556,63.8675,74.5851,110.7005,9.6813,NOISY
640,427,3329.4875,123.0469,56.4609,125.7184,7.8387,ACCEPTABLE
640,427,9.2631,123.0174,46.3939,118.655,0.4757,BLUR
640,427,522.5478,42.5978,19.8673,127.4346,3.079,UNDEREXPOSED
640,427,5583.1457,185.9252,62.2699,105.4038,9.4518,OVEREXPOSED
640,427,8352.7053,122.8949,57.8995,125.5509,13.4922,NOISY
640,620,261.0667,127.1117,55.8258,46.6089,1.2741,ACCEPTABLE
640,620,3.1797,127.1095,54.3565,45.9694,0.1343,BLUR
640,620,48.7154,43.9917,19.574,48.5212,0.5147,UNDEREXPOSED
640,620,518.1971,196.5,62.8985,32.0602,1.6219,OVEREXPOSED
640,620,5715.5482,126.5334,57.7142,57.7858,10.8374,NOISY
640,426,1170.6505,126.6532,63.0432,94.136,3.7579,ACCEPTABLE
640,426,4.1557,126.6415,60.3641,90.1739,0.2206,BLUR
640,426,206.3138,43.842,22.1075,95.8964,1.5289,UNDEREXPOSED
640,426,2661.2508,190.657,75.1145,70.9214,5.5357,OVEREXPOSED
640,426,6332.0426,126.5801,63.9975,90.679,11.4951,NOISY
640,427,496.6337,148.1889,66.5493,80.9355,1.7354,ACCEPTABLE
640,427,3.301,148.1832,64.9207,79.833,0.1398,BLUR
640,427,86.6174,51.3855,23.3358,83.6865,0.6982,UNDEREXPOSED
640,427,757.8688,206.8132,69.7682,51.171,2.0522,OVEREXPOSED
640,427,5617.7198,147.116,66.964,83.7889,10.7165,NOISY
640,427,1187.7485,125.0083,65.6902,98.7909,4.1012,ACCEPTABLE
640,427,5.8712,125.0034,61.7165,95.8581,0.2957,BLUR
640,427,202.8609,43.3064,23.0675,100.2811,1.6778,UNDEREXPOSED
640,427,2047.9584,181.7532,73.3758,88.0903,4.774,OVEREXPOSED
640,427,6307.0841,124.7984,66.4698,110.6051,11.5079,NOISY
640,427,637.1731,163.2103,69.624,44.4502,1.7993,ACCEPTABLE
640,427,2.703,163.2196,68.2828,43.4352,0.1068,BLUR
640,427,73.5327,56.6587,24.3419,45.2563,0.5929,UNDEREXPOSED
640,427,819.4788,216.0257,66.5224,35.8238,1.46,OVEREXPOSED
640,427,5545.1353,161.5753,69.5196,50.0011,10.5211,NOISY
640,428,686.6016,125.6157,60.236,59.5268,1.7764,ACCEPTABLE
640,428,3.7124,125.6167,57.6184,58.0185,0.1529,BLUR
640,428,99.7439,43.4647,21.0937,61.2631,0.6718,UNDEREXPOSED
640,428,948.5521,192.0263,68.608,45.9006,1.9163,OVEREXPOSED
640,428,6007.7441,125.0052,61.37,70.6404,11.1173,NOISY
640,427,1081.4432,165.89,35.7645,103.848,3.1899,ACCEPTABLE
640,427,3.0828,165.8692,32.3006,102.1547,0.1324,BLUR
640,427,187.477,57.5713,12.6003,105.2126,1.2903,UNDEREXPOSED
640,427,990.404,238.0866,37.7228,54.233,1.8859,OVEREXPOSED
640,427,6475.7192,165.2453,38.8467,104.6081,11.6157,NOISY
